danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	uri	track_href	analysis_url	duration_ms	time_signature
0.255	0.96	1	-0.945	1	0.0954	0.000253	8.75e-05	0.344	0.286	155.915	audio_features	3nFRCmlQg80oltOYCpqDdY	spotify:track:3nFRCmlQg80oltOYCpqDdY	https://api.spotify.com/v1/tracks/3nFRCmlQg80oltOYCpqDdY	https://api.spotify.com/v1/audio-analysis/3nFRCmlQg80oltOYCpqDdY	242838	4
0.362	0.878	8	-3.998	1	0.134	0.497	0.0	0.0974	0.0686	138.927	audio_features	6D8vDTuFjy27LsHoERt5M7	spotify:track:6D8vDTuFjy27LsHoERt5M7	https://api.spotify.com/v1/tracks/6D8vDTuFjy27LsHoERt5M7	https://api.spotify.com/v1/audio-analysis/6D8vDTuFjy27LsHoERt5M7	244647	4
0.634	0.607	9	-7.387	0	0.0279	0.0605	0.57	0.136	0.552	119.985	audio_features	2L2F4Me0qON6e316vORNAr	spotify:track:2L2F4Me0qON6e316vORNAr	https://api.spotify.com/v1/tracks/2L2F4Me0qON6e316vORNAr	https://api.spotify.com/v1/audio-analysis/2L2F4Me0qON6e316vORNAr	210395	4
0.44	0.441	5	-8.347	0	0.0454	0.684	0.864	0.11	0.0488	125.241	audio_features	4HHa6HZxKsgTLldpwQPs4D	spotify:track:4HHa6HZxKsgTLldpwQPs4D	https://api.spotify.com/v1/tracks/4HHa6HZxKsgTLldpwQPs4D	https://api.spotify.com/v1/audio-analysis/4HHa6HZxKsgTLldpwQPs4D	205240	4
0.281	0.504	9	-6.749	1	0.0421	0.00118	0.667	0.101	0.407	127.458	audio_features	2T35zf0H3bFvUaNeeu5jDI	spotify:track:2T35zf0H3bFvUaNeeu5jDI	https://api.spotify.com/v1/tracks/2T35zf0H3bFvUaNeeu5jDI	https://api.spotify.com/v1/audio-analysis/2T35zf0H3bFvUaNeeu5jDI	295160	4
0.637	0.523	11	-11.102	0	0.0295	0.00724	0.831	0.0899	0.303	134.032	audio_features	70oi9orHgYmO71q2GjqNNm	spotify:track:70oi9orHgYmO71q2GjqNNm	https://api.spotify.com/v1/tracks/70oi9orHgYmO71q2GjqNNm	https://api.spotify.com/v1/audio-analysis/70oi9orHgYmO71q2GjqNNm	204179	4
0.727	0.479	4	-7.536	0	0.0246	0.0353	0.0328	0.228	0.581	92.801	audio_features	70Gyr3J0em5JccIffFkBDw	spotify:track:70Gyr3J0em5JccIffFkBDw	https://api.spotify.com/v1/tracks/70Gyr3J0em5JccIffFkBDw	https://api.spotify.com/v1/audio-analysis/70Gyr3J0em5JccIffFkBDw	408439	4
0.834	0.538	4	-5.54	0	0.246	0.191	0.0	0.113	0.536	97.025	audio_features	69eXHDgEEQ6itzt03E7fKz	spotify:track:69eXHDgEEQ6itzt03E7fKz	https://api.spotify.com/v1/tracks/69eXHDgEEQ6itzt03E7fKz	https://api.spotify.com/v1/audio-analysis/69eXHDgEEQ6itzt03E7fKz	178907	4
0.687	0.923	2	-7.592	1	0.0549	0.22	3.08e-06	0.3	0.71	112.51	audio_features	66grIvFLGrI4tNhggO2DAd	spotify:track:66grIvFLGrI4tNhggO2DAd	https://api.spotify.com/v1/tracks/66grIvFLGrI4tNhggO2DAd	https://api.spotify.com/v1/audio-analysis/66grIvFLGrI4tNhggO2DAd	280547	4
0.696	0.695	7	-7.408	1	0.24	0.695	0.0	0.12	0.679	90.059	audio_features	1DK8viS6Qfw4kl0BOX2V3u	spotify:track:1DK8viS6Qfw4kl0BOX2V3u	https://api.spotify.com/v1/tracks/1DK8viS6Qfw4kl0BOX2V3u	https://api.spotify.com/v1/audio-analysis/1DK8viS6Qfw4kl0BOX2V3u	277218	4
0.754	0.631	7	-4.751	0	0.307	0.552	0.0	0.5	0.432	94.577	audio_features	6vegnfDS8DAEaCqWaPYGPy	spotify:track:6vegnfDS8DAEaCqWaPYGPy	https://api.spotify.com/v1/tracks/6vegnfDS8DAEaCqWaPYGPy	https://api.spotify.com/v1/audio-analysis/6vegnfDS8DAEaCqWaPYGPy	178213	4
0.605	0.573	7	-10.693	1	0.0324	0.499	0.913	0.112	0.0935	119.996	audio_features	0v3LYvhhqnKbbg6DLk18EF	spotify:track:0v3LYvhhqnKbbg6DLk18EF	https://api.spotify.com/v1/tracks/0v3LYvhhqnKbbg6DLk18EF	https://api.spotify.com/v1/audio-analysis/0v3LYvhhqnKbbg6DLk18EF	190813	4
0.546	0.898	9	-5.383	0	0.051	0.0692	0.953	0.207	0.711	139.998	audio_features	6dGwkuceTtY1A1148XtrHY	spotify:track:6dGwkuceTtY1A1148XtrHY	https://api.spotify.com/v1/tracks/6dGwkuceTtY1A1148XtrHY	https://api.spotify.com/v1/audio-analysis/6dGwkuceTtY1A1148XtrHY	239196	4
0.322	0.445	0	-7.597	1	0.0358	0.00029	0.833	0.11	0.0565	109.947	audio_features	3Q93LMdn3nR68aNSU7FBGt	spotify:track:3Q93LMdn3nR68aNSU7FBGt	https://api.spotify.com/v1/tracks/3Q93LMdn3nR68aNSU7FBGt	https://api.spotify.com/v1/audio-analysis/3Q93LMdn3nR68aNSU7FBGt	360640	4
0.296	0.89	5	-5.197	1	0.172	0.000264	0.0461	0.0948	0.566	99.711	audio_features	2cwTCYlFRGU3Tw0Zxqpy08	spotify:track:2cwTCYlFRGU3Tw0Zxqpy08	https://api.spotify.com/v1/tracks/2cwTCYlFRGU3Tw0Zxqpy08	https://api.spotify.com/v1/audio-analysis/2cwTCYlFRGU3Tw0Zxqpy08	188760	4
0.29	0.977	9	-5.819	0	0.0794	1.01e-05	0.143	0.231	0.362	183.962	audio_features	0rBjOSckEm0erfJg4aRPOD	spotify:track:0rBjOSckEm0erfJg4aRPOD	https://api.spotify.com/v1/tracks/0rBjOSckEm0erfJg4aRPOD	https://api.spotify.com/v1/audio-analysis/0rBjOSckEm0erfJg4aRPOD	279987	4
0.205	0.148	11	-13.529	1	0.0336	0.942	0.000465	0.181	0.12	132.965	audio_features	25l6XqNzEL0FknqsFXcgMY	spotify:track:25l6XqNzEL0FknqsFXcgMY	https://api.spotify.com/v1/tracks/25l6XqNzEL0FknqsFXcgMY	https://api.spotify.com/v1/audio-analysis/25l6XqNzEL0FknqsFXcgMY	185667	1
0.463	0.819	7	-5.565	1	0.0326	0.249	0.000744	0.0653	0.465	122.706	audio_features	0Nsf8bHnCflp9kMItX2wwv	spotify:track:0Nsf8bHnCflp9kMItX2wwv	https://api.spotify.com/v1/tracks/0Nsf8bHnCflp9kMItX2wwv	https://api.spotify.com/v1/audio-analysis/0Nsf8bHnCflp9kMItX2wwv	176893	3
0.454	0.991	2	-6.23	0	0.0454	1.74e-05	0.916	0.17	0.221	140.015	audio_features	5vSsQH8wH68PDKJbNfxzpc	spotify:track:5vSsQH8wH68PDKJbNfxzpc	https://api.spotify.com/v1/tracks/5vSsQH8wH68PDKJbNfxzpc	https://api.spotify.com/v1/audio-analysis/5vSsQH8wH68PDKJbNfxzpc	479817	4
0.185	0.344	7	-9.378	1	0.0295	0.81	0.0	0.166	0.424	178.635	audio_features	3nsJGZ5RV2ZHkbKvD771gU	spotify:track:3nsJGZ5RV2ZHkbKvD771gU	https://api.spotify.com/v1/tracks/3nsJGZ5RV2ZHkbKvD771gU	https://api.spotify.com/v1/audio-analysis/3nsJGZ5RV2ZHkbKvD771gU	164160	3
0.466	0.845	3	-4.029	0	0.0637	0.00106	0.000907	0.162	0.451	145.024	audio_features	2DBWK0JoGmEOOYvfAomkZc	spotify:track:2DBWK0JoGmEOOYvfAomkZc	https://api.spotify.com/v1/tracks/2DBWK0JoGmEOOYvfAomkZc	https://api.spotify.com/v1/audio-analysis/2DBWK0JoGmEOOYvfAomkZc	241421	4
0.264	0.917	9	-6.535	1	0.107	0.248	6.85e-06	0.254	0.046	169.973	audio_features	6rRKNLCI6zcLl5uV0Ya3Cp	spotify:track:6rRKNLCI6zcLl5uV0Ya3Cp	https://api.spotify.com/v1/tracks/6rRKNLCI6zcLl5uV0Ya3Cp	https://api.spotify.com/v1/audio-analysis/6rRKNLCI6zcLl5uV0Ya3Cp	200827	4
0.542	0.723	3	-5.18	1	0.0428	0.77	2.75e-06	0.625	0.294	83.078	audio_features	0SkgmGr08TvWQciNRgRtmc	spotify:track:0SkgmGr08TvWQciNRgRtmc	https://api.spotify.com/v1/tracks/0SkgmGr08TvWQciNRgRtmc	https://api.spotify.com/v1/audio-analysis/0SkgmGr08TvWQciNRgRtmc	161901	4
0.353	0.952	2	-4.007	1	0.129	3.29e-05	0.000182	0.106	0.216	140.124	audio_features	0Tt9Hai3NDl4hbxFH9ubmS	spotify:track:0Tt9Hai3NDl4hbxFH9ubmS	https://api.spotify.com/v1/tracks/0Tt9Hai3NDl4hbxFH9ubmS	https://api.spotify.com/v1/audio-analysis/0Tt9Hai3NDl4hbxFH9ubmS	276013	4
0.546	0.338	9	-10.664	1	0.0315	0.17	1.31e-06	0.277	0.489	143.045	audio_features	0VpJ50Iuj2ebZSuBjQPn89	spotify:track:0VpJ50Iuj2ebZSuBjQPn89	https://api.spotify.com/v1/tracks/0VpJ50Iuj2ebZSuBjQPn89	https://api.spotify.com/v1/audio-analysis/0VpJ50Iuj2ebZSuBjQPn89	232533	4
0.402	0.948	7	-3.805	1	0.0606	6.67e-06	0.391	0.0798	0.626	149.298	audio_features	5XgNihkC4yYpFZJKYudITA	spotify:track:5XgNihkC4yYpFZJKYudITA	https://api.spotify.com/v1/tracks/5XgNihkC4yYpFZJKYudITA	https://api.spotify.com/v1/audio-analysis/5XgNihkC4yYpFZJKYudITA	165461	4
0.333	0.637	1	-4.904	0	0.0581	0.131	1.8e-05	0.149	0.132	139.898	audio_features	5KCbr5ndeby4y4ggthdiAb	spotify:track:5KCbr5ndeby4y4ggthdiAb	https://api.spotify.com/v1/tracks/5KCbr5ndeby4y4ggthdiAb	https://api.spotify.com/v1/audio-analysis/5KCbr5ndeby4y4ggthdiAb	172693	4
0.14	0.944	10	-5.903	0	0.0722	0.000577	0.651	0.29	0.225	145.041	audio_features	5xxxWDcJdetsDSlzSpKR4m	spotify:track:5xxxWDcJdetsDSlzSpKR4m	https://api.spotify.com/v1/tracks/5xxxWDcJdetsDSlzSpKR4m	https://api.spotify.com/v1/audio-analysis/5xxxWDcJdetsDSlzSpKR4m	342973	3
0.572	0.894	10	-4.382	0	0.0919	0.00729	0.0	0.107	0.371	140.048	audio_features	1qbaOMIUq8ExoFOT9DrNyU	spotify:track:1qbaOMIUq8ExoFOT9DrNyU	https://api.spotify.com/v1/tracks/1qbaOMIUq8ExoFOT9DrNyU	https://api.spotify.com/v1/audio-analysis/1qbaOMIUq8ExoFOT9DrNyU	261707	4
0.611	0.29	0	-7.86	1	0.0271	0.703	0.0	0.14	0.402	75.025	audio_features	0eNeaXLwY2zgJYYySSFCOp	spotify:track:0eNeaXLwY2zgJYYySSFCOp	https://api.spotify.com/v1/tracks/0eNeaXLwY2zgJYYySSFCOp	https://api.spotify.com/v1/audio-analysis/0eNeaXLwY2zgJYYySSFCOp	240613	4
0.777	0.758	0	-4.792	1	0.0391	0.0611	8.16e-05	0.176	0.653	112.06	audio_features	3u5Xxl0ZocjtXqCY70qmkA	spotify:track:3u5Xxl0ZocjtXqCY70qmkA	https://api.spotify.com/v1/tracks/3u5Xxl0ZocjtXqCY70qmkA	https://api.spotify.com/v1/audio-analysis/3u5Xxl0ZocjtXqCY70qmkA	217400	4
0.479	0.938	9	-3.16	0	0.109	0.00927	0.0	0.0593	0.627	163.011	audio_features	70VyfyHG2QlfvfK8ItBY0m	spotify:track:70VyfyHG2QlfvfK8ItBY0m	https://api.spotify.com/v1/tracks/70VyfyHG2QlfvfK8ItBY0m	https://api.spotify.com/v1/audio-analysis/70VyfyHG2QlfvfK8ItBY0m	174267	4
0.553	0.314	4	-9.217	1	0.0396	0.306	0.000578	0.104	0.585	91.7	audio_features	4NE3oWyUQI2b2NjyMyC8Bi	spotify:track:4NE3oWyUQI2b2NjyMyC8Bi	https://api.spotify.com/v1/tracks/4NE3oWyUQI2b2NjyMyC8Bi	https://api.spotify.com/v1/audio-analysis/4NE3oWyUQI2b2NjyMyC8Bi	188187	4
0.418	0.0951	6	-13.006	1	0.0405	0.95	0.0185	0.109	0.0391	124.724	audio_features	7uJXMmEDwSJMT1xdnaCrGm	spotify:track:7uJXMmEDwSJMT1xdnaCrGm	https://api.spotify.com/v1/tracks/7uJXMmEDwSJMT1xdnaCrGm	https://api.spotify.com/v1/audio-analysis/7uJXMmEDwSJMT1xdnaCrGm	243030	4
0.716	0.59	1	-8.286	0	0.062	0.113	0.0	0.104	0.83	96.989	audio_features	2oXbBzR7XvLQDSxZumgsIN	spotify:track:2oXbBzR7XvLQDSxZumgsIN	https://api.spotify.com/v1/tracks/2oXbBzR7XvLQDSxZumgsIN	https://api.spotify.com/v1/audio-analysis/2oXbBzR7XvLQDSxZumgsIN	177843	4
0.649	0.517	1	-7.428	0	0.0297	0.0146	1.63e-06	0.145	0.35	119.997	audio_features	6Tvzf3VEi16JMhAgOwdt2y	spotify:track:6Tvzf3VEi16JMhAgOwdt2y	https://api.spotify.com/v1/tracks/6Tvzf3VEi16JMhAgOwdt2y	https://api.spotify.com/v1/audio-analysis/6Tvzf3VEi16JMhAgOwdt2y	219440	4
0.695	0.318	7	-16.987	1	0.0345	0.24	0.809	0.107	0.372	124.961	audio_features	24o4OLsph95QzFz4V8nrdo	spotify:track:24o4OLsph95QzFz4V8nrdo	https://api.spotify.com/v1/tracks/24o4OLsph95QzFz4V8nrdo	https://api.spotify.com/v1/audio-analysis/24o4OLsph95QzFz4V8nrdo	232361	4
0.212	0.186	0	-16.813	1	0.05	0.92	0.00024	0.116	0.51	174.963	audio_features	6bqB7idfAnJVisSMQA1mZQ	spotify:track:6bqB7idfAnJVisSMQA1mZQ	https://api.spotify.com/v1/tracks/6bqB7idfAnJVisSMQA1mZQ	https://api.spotify.com/v1/audio-analysis/6bqB7idfAnJVisSMQA1mZQ	135453	3
0.628	0.502	2	-6.24	1	0.0254	0.652	0.0	0.104	0.299	89.012	audio_features	5tiSnqsmKWfqrpp86ghFTK	spotify:track:5tiSnqsmKWfqrpp86ghFTK	https://api.spotify.com/v1/tracks/5tiSnqsmKWfqrpp86ghFTK	https://api.spotify.com/v1/audio-analysis/5tiSnqsmKWfqrpp86ghFTK	255376	4
0.396	0.79	3	-6.304	0	0.0343	0.0206	0.00042	0.107	0.306	116.674	audio_features	4f02Qtm1Usu049RTMtVEqu	spotify:track:4f02Qtm1Usu049RTMtVEqu	https://api.spotify.com/v1/tracks/4f02Qtm1Usu049RTMtVEqu	https://api.spotify.com/v1/audio-analysis/4f02Qtm1Usu049RTMtVEqu	227507	4
0.614	0.898	7	-1.801	0	0.0718	0.0219	0.0	0.176	0.632	97.017	audio_features	73ND9EgLxCG4abSmc4z9ww	spotify:track:73ND9EgLxCG4abSmc4z9ww	https://api.spotify.com/v1/tracks/73ND9EgLxCG4abSmc4z9ww	https://api.spotify.com/v1/audio-analysis/73ND9EgLxCG4abSmc4z9ww	212400	4
0.632	0.868	7	-5.569	1	0.035	0.0339	0.0	0.0932	0.62	96.997	audio_features	5G0RMA3g2qr5p95DxyjsbY	spotify:track:5G0RMA3g2qr5p95DxyjsbY	https://api.spotify.com/v1/tracks/5G0RMA3g2qr5p95DxyjsbY	https://api.spotify.com/v1/audio-analysis/5G0RMA3g2qr5p95DxyjsbY	225791	4
0.644	0.799	7	-3.575	1	0.0366	0.0136	0.0	0.0811	0.79	130.051	audio_features	2EpTKW1O5Zmok99BzQOi9D	spotify:track:2EpTKW1O5Zmok99BzQOi9D	https://api.spotify.com/v1/tracks/2EpTKW1O5Zmok99BzQOi9D	https://api.spotify.com/v1/audio-analysis/2EpTKW1O5Zmok99BzQOi9D	217453	4
0.419	0.482	7	-14.714	0	0.0778	0.9	0.673	0.249	0.293	177.881	audio_features	62xTs6KVlB47Ji8zVjYws3	spotify:track:62xTs6KVlB47Ji8zVjYws3	https://api.spotify.com/v1/tracks/62xTs6KVlB47Ji8zVjYws3	https://api.spotify.com/v1/audio-analysis/62xTs6KVlB47Ji8zVjYws3	303240	3
0.733	0.624	4	-9.849	1	0.0374	0.623	0.0	0.407	0.912	114.586	audio_features	0sDeU2murnLh4yVHQ5IV70	spotify:track:0sDeU2murnLh4yVHQ5IV70	https://api.spotify.com/v1/tracks/0sDeU2murnLh4yVHQ5IV70	https://api.spotify.com/v1/audio-analysis/0sDeU2murnLh4yVHQ5IV70	154907	4
0.54	0.208	2	-19.052	1	0.305	0.0893	0.00455	0.17	0.078	139.285	audio_features	5UgJ6Gg4ccJwJfnabRD5dJ	spotify:track:5UgJ6Gg4ccJwJfnabRD5dJ	https://api.spotify.com/v1/tracks/5UgJ6Gg4ccJwJfnabRD5dJ	https://api.spotify.com/v1/audio-analysis/5UgJ6Gg4ccJwJfnabRD5dJ	250977	4
0.631	0.603	1	-5.85	1	0.0312	0.00881	0.0	0.182	0.6	79.999	audio_features	1NcGrbn2dbx6VQOPQeKhjl	spotify:track:1NcGrbn2dbx6VQOPQeKhjl	https://api.spotify.com/v1/tracks/1NcGrbn2dbx6VQOPQeKhjl	https://api.spotify.com/v1/audio-analysis/1NcGrbn2dbx6VQOPQeKhjl	247493	4
0.66	0.622	11	-8.605	0	0.0646	0.358	2.47e-06	0.0998	0.629	174.15	audio_features	4cSSUpptr7r125fK5nRJhP	spotify:track:4cSSUpptr7r125fK5nRJhP	https://api.spotify.com/v1/tracks/4cSSUpptr7r125fK5nRJhP	https://api.spotify.com/v1/audio-analysis/4cSSUpptr7r125fK5nRJhP	184973	4
0.467	0.814	8	-4.917	0	0.0338	0.0362	0.17	0.147	0.321	126.014	audio_features	4Ig4lqvambqo9NPYoDklJe	spotify:track:4Ig4lqvambqo9NPYoDklJe	https://api.spotify.com/v1/tracks/4Ig4lqvambqo9NPYoDklJe	https://api.spotify.com/v1/audio-analysis/4Ig4lqvambqo9NPYoDklJe	298080	4
0.636	0.941	3	-0.792	0	0.101	0.171	2.68e-05	0.152	0.888	103.926	audio_features	6UM5HKVVm1cjOQhUJB4Ft3	spotify:track:6UM5HKVVm1cjOQhUJB4Ft3	https://api.spotify.com/v1/tracks/6UM5HKVVm1cjOQhUJB4Ft3	https://api.spotify.com/v1/audio-analysis/6UM5HKVVm1cjOQhUJB4Ft3	199524	4
0.563	0.495	6	-17.626	1	0.0292	0.968	0.892	0.121	0.616	143.313	audio_features	6Plj8JVBYCw6DwYyjBWBg6	spotify:track:6Plj8JVBYCw6DwYyjBWBg6	https://api.spotify.com/v1/tracks/6Plj8JVBYCw6DwYyjBWBg6	https://api.spotify.com/v1/audio-analysis/6Plj8JVBYCw6DwYyjBWBg6	154593	4
0.228	0.771	0	-5.214	0	0.0535	0.00109	6.73e-06	0.0546	0.343	99.173	audio_features	6YE2wAMs4q5sjxtCFkWAad	spotify:track:6YE2wAMs4q5sjxtCFkWAad	https://api.spotify.com/v1/tracks/6YE2wAMs4q5sjxtCFkWAad	https://api.spotify.com/v1/audio-analysis/6YE2wAMs4q5sjxtCFkWAad	456440	4
0.734	0.872	0	-4.635	1	0.143	0.028	0.00347	0.191	0.406	153.937	audio_features	7APVjIFWrV8F66PUbgaMHk	spotify:track:7APVjIFWrV8F66PUbgaMHk	https://api.spotify.com/v1/tracks/7APVjIFWrV8F66PUbgaMHk	https://api.spotify.com/v1/audio-analysis/7APVjIFWrV8F66PUbgaMHk	196284	4
0.584	0.536	10	-8.158	1	0.0279	0.112	0.0	0.456	0.441	127.001	audio_features	3rEwGRmPVVudVjqdgv0tRR	spotify:track:3rEwGRmPVVudVjqdgv0tRR	https://api.spotify.com/v1/tracks/3rEwGRmPVVudVjqdgv0tRR	https://api.spotify.com/v1/audio-analysis/3rEwGRmPVVudVjqdgv0tRR	243227	4
0.338	0.802	1	-7.077	0	0.0455	0.0896	0.0	0.153	0.227	135.92	audio_features	1WxXUdBepNwDLgh42KvgJm	spotify:track:1WxXUdBepNwDLgh42KvgJm	https://api.spotify.com/v1/tracks/1WxXUdBepNwDLgh42KvgJm	https://api.spotify.com/v1/audio-analysis/1WxXUdBepNwDLgh42KvgJm	305960	4
0.435	0.799	11	-4.929	1	0.0365	0.0624	0.000275	0.0825	0.38	143.899	audio_features	4Cy4rOb0KrJhLaffpOfeAh	spotify:track:4Cy4rOb0KrJhLaffpOfeAh	https://api.spotify.com/v1/tracks/4Cy4rOb0KrJhLaffpOfeAh	https://api.spotify.com/v1/audio-analysis/4Cy4rOb0KrJhLaffpOfeAh	334400	4
0.449	0.97	4	-7.577	0	0.0579	1.14e-05	0.000871	0.137	0.506	109.99	audio_features	6KBQQhPUCVIaaRelA7NtHJ	spotify:track:6KBQQhPUCVIaaRelA7NtHJ	https://api.spotify.com/v1/tracks/6KBQQhPUCVIaaRelA7NtHJ	https://api.spotify.com/v1/audio-analysis/6KBQQhPUCVIaaRelA7NtHJ	195067	4
0.504	0.413	0	-8.158	1	0.0295	0.22	0.0	0.361	0.0905	79.896	audio_features	2D5vzp1vaUHntYvQm5hi8M	spotify:track:2D5vzp1vaUHntYvQm5hi8M	https://api.spotify.com/v1/tracks/2D5vzp1vaUHntYvQm5hi8M	https://api.spotify.com/v1/audio-analysis/2D5vzp1vaUHntYvQm5hi8M	255493	4
0.404	0.435	4	-12.045	0	0.0323	0.246	0.00074	0.156	0.156	136.058	audio_features	4OMu5a8sFpcRCPCcsoEaov	spotify:track:4OMu5a8sFpcRCPCcsoEaov	https://api.spotify.com/v1/tracks/4OMu5a8sFpcRCPCcsoEaov	https://api.spotify.com/v1/audio-analysis/4OMu5a8sFpcRCPCcsoEaov	401067	4
0.476	0.55	1	-11.248	1	0.0357	0.807	0.000108	0.0852	0.532	83.874	audio_features	19qqhlI5vi2yNvcjZePhM7	spotify:track:19qqhlI5vi2yNvcjZePhM7	https://api.spotify.com/v1/tracks/19qqhlI5vi2yNvcjZePhM7	https://api.spotify.com/v1/audio-analysis/19qqhlI5vi2yNvcjZePhM7	183120	3
0.739	0.75	6	-4.778	0	0.0339	0.0137	9.54e-06	0.158	0.431	124.958	audio_features	0aPhnPWgYWk9XGezDHCLF3	spotify:track:0aPhnPWgYWk9XGezDHCLF3	https://api.spotify.com/v1/tracks/0aPhnPWgYWk9XGezDHCLF3	https://api.spotify.com/v1/audio-analysis/0aPhnPWgYWk9XGezDHCLF3	230427	4
0.155	0.876	11	-5.315	1	0.105	0.00159	2.41e-06	0.15	0.244	187.967	audio_features	57u6HBKLUQPxF9XXWGSPr0	spotify:track:57u6HBKLUQPxF9XXWGSPr0	https://api.spotify.com/v1/tracks/57u6HBKLUQPxF9XXWGSPr0	https://api.spotify.com/v1/audio-analysis/57u6HBKLUQPxF9XXWGSPr0	233224	4
0.248	0.882	6	-4.638	0	0.066	1.34e-05	0.19	0.101	0.0942	93.851	audio_features	0jtm8LAZLFnyICAkOewdyz	spotify:track:0jtm8LAZLFnyICAkOewdyz	https://api.spotify.com/v1/tracks/0jtm8LAZLFnyICAkOewdyz	https://api.spotify.com/v1/audio-analysis/0jtm8LAZLFnyICAkOewdyz	456747	4
0.319	0.977	4	-3.388	1	0.14	0.00179	0.0496	0.206	0.113	114.955	audio_features	1iOGxtDEFUhgdVFC3qmJcn	spotify:track:1iOGxtDEFUhgdVFC3qmJcn	https://api.spotify.com/v1/tracks/1iOGxtDEFUhgdVFC3qmJcn	https://api.spotify.com/v1/audio-analysis/1iOGxtDEFUhgdVFC3qmJcn	246907	4
0.128	0.282	9	-12.46	1	0.0387	0.276	0.73	0.0794	0.0321	97.921	audio_features	6uDSJNmnryETPKL2DHnIUM	spotify:track:6uDSJNmnryETPKL2DHnIUM	https://api.spotify.com/v1/tracks/6uDSJNmnryETPKL2DHnIUM	https://api.spotify.com/v1/audio-analysis/6uDSJNmnryETPKL2DHnIUM	484307	3
0.758	0.646	11	-7.71	0	0.0418	0.00503	0.000112	0.0292	0.935	120.002	audio_features	4gMcaEW3aY6BP90jXLgQKW	spotify:track:4gMcaEW3aY6BP90jXLgQKW	https://api.spotify.com/v1/tracks/4gMcaEW3aY6BP90jXLgQKW	https://api.spotify.com/v1/audio-analysis/4gMcaEW3aY6BP90jXLgQKW	242347	4
0.635	0.877	11	-7.595	1	0.0339	0.0796	1.84e-06	0.094	0.837	109.973	audio_features	4jbhuogSFg0M6ZvwcNS8GL	spotify:track:4jbhuogSFg0M6ZvwcNS8GL	https://api.spotify.com/v1/tracks/4jbhuogSFg0M6ZvwcNS8GL	https://api.spotify.com/v1/audio-analysis/4jbhuogSFg0M6ZvwcNS8GL	174747	4
0.637	0.588	4	-7.096	1	0.0354	0.00239	0.595	0.141	0.208	130.045	audio_features	7Bk7PinKa8G12z0N0cLSx8	spotify:track:7Bk7PinKa8G12z0N0cLSx8	https://api.spotify.com/v1/tracks/7Bk7PinKa8G12z0N0cLSx8	https://api.spotify.com/v1/audio-analysis/7Bk7PinKa8G12z0N0cLSx8	284307	4
0.565	0.546	8	-6.408	1	0.159	0.0753	0.0	0.0861	0.353	157.498	audio_features	38MQ6GIuM5B0lzoOTF7jcB	spotify:track:38MQ6GIuM5B0lzoOTF7jcB	https://api.spotify.com/v1/tracks/38MQ6GIuM5B0lzoOTF7jcB	https://api.spotify.com/v1/audio-analysis/38MQ6GIuM5B0lzoOTF7jcB	164163	4
0.548	0.742	9	-5.741	1	0.0498	0.0184	0.0	0.153	0.31	122.007	audio_features	6H4vq5gz0rlNjH0LBzu4An	spotify:track:6H4vq5gz0rlNjH0LBzu4An	https://api.spotify.com/v1/tracks/6H4vq5gz0rlNjH0LBzu4An	https://api.spotify.com/v1/audio-analysis/6H4vq5gz0rlNjH0LBzu4An	230573	4
0.0715	0.981	7	-2.18	0	0.119	8.94e-06	0.0256	0.32	0.111	195.011	audio_features	0ZQWyERzRl0rT5GKAGG1KE	spotify:track:0ZQWyERzRl0rT5GKAGG1KE	https://api.spotify.com/v1/tracks/0ZQWyERzRl0rT5GKAGG1KE	https://api.spotify.com/v1/audio-analysis/0ZQWyERzRl0rT5GKAGG1KE	232710	4
0.349	0.97	6	-2.874	1	0.0892	0.005	3.31e-06	0.0432	0.299	159.779	audio_features	0dxPHMZTI8TWMYRucsAFNd	spotify:track:0dxPHMZTI8TWMYRucsAFNd	https://api.spotify.com/v1/tracks/0dxPHMZTI8TWMYRucsAFNd	https://api.spotify.com/v1/audio-analysis/0dxPHMZTI8TWMYRucsAFNd	186467	4
0.531	0.192	5	-11.786	1	0.0393	0.864	0.00133	0.126	0.384	73.337	audio_features	6BzQnbYMiASXdwTerVH3zy	spotify:track:6BzQnbYMiASXdwTerVH3zy	https://api.spotify.com/v1/tracks/6BzQnbYMiASXdwTerVH3zy	https://api.spotify.com/v1/audio-analysis/6BzQnbYMiASXdwTerVH3zy	111875	3
0.413	0.992	5	-3.751	1	0.0962	0.00129	0.00427	0.335	0.0965	132.969	audio_features	5KDoli2Ii0113dM9JWhEmj	spotify:track:5KDoli2Ii0113dM9JWhEmj	https://api.spotify.com/v1/tracks/5KDoli2Ii0113dM9JWhEmj	https://api.spotify.com/v1/audio-analysis/5KDoli2Ii0113dM9JWhEmj	295787	4
0.387	0.925	1	-4.273	1	0.0671	0.00134	0.683	0.0679	0.585	100.123	audio_features	64euZf6e484WfH0x9qkYo3	spotify:track:64euZf6e484WfH0x9qkYo3	https://api.spotify.com/v1/tracks/64euZf6e484WfH0x9qkYo3	https://api.spotify.com/v1/audio-analysis/64euZf6e484WfH0x9qkYo3	133653	4
