danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	type	id	uri	track_href	analysis_url	duration_ms	time_signature
0.37	0.515	2	-9.487	0	0.0321	0.0233	0.205	0.0966	0.42	115.732	audio_features	3Z25k4ZF6QENy2d9YatsM5	spotify:track:3Z25k4ZF6QENy2d9YatsM5	https://api.spotify.com/v1/tracks/3Z25k4ZF6QENy2d9YatsM5	https://api.spotify.com/v1/audio-analysis/3Z25k4ZF6QENy2d9YatsM5	467320	4
0.372	0.511	5	-4.787	0	0.047	1.01e-05	0.0022	0.0949	0.3	111.938	audio_features	2E4YaH1ZMEv7I11ujOmoSU	spotify:track:2E4YaH1ZMEv7I11ujOmoSU	https://api.spotify.com/v1/tracks/2E4YaH1ZMEv7I11ujOmoSU	https://api.spotify.com/v1/audio-analysis/2E4YaH1ZMEv7I11ujOmoSU	133360	4
0.502	0.95	11	-4.143	0	0.0366	0.00219	0.0	0.094	0.837	92.292	audio_features	2gKLI9BbVnEIvjvJyiSVoO	spotify:track:2gKLI9BbVnEIvjvJyiSVoO	https://api.spotify.com/v1/tracks/2gKLI9BbVnEIvjvJyiSVoO	https://api.spotify.com/v1/audio-analysis/2gKLI9BbVnEIvjvJyiSVoO	197293	4
0.606	0.857	2	-4.48	1	0.0333	0.00474	5.36e-06	0.0993	0.377	122.972	audio_features	0NYLOvWtvJdyeceDD9R1Vw	spotify:track:0NYLOvWtvJdyeceDD9R1Vw	https://api.spotify.com/v1/tracks/0NYLOvWtvJdyeceDD9R1Vw	https://api.spotify.com/v1/audio-analysis/0NYLOvWtvJdyeceDD9R1Vw	202922	4
0.574	0.689	7	-4.492	1	0.0312	0.242	0.0	0.115	0.34	144.051	audio_features	59f765mlM08j2POCl3zPvd	spotify:track:59f765mlM08j2POCl3zPvd	https://api.spotify.com/v1/tracks/59f765mlM08j2POCl3zPvd	https://api.spotify.com/v1/audio-analysis/59f765mlM08j2POCl3zPvd	212400	4
0.899	0.753	3	-4.229	1	0.0803	0.192	0.0	0.0891	0.795	119.976	audio_features	6APl3GmRpQmX32sto5epj0	spotify:track:6APl3GmRpQmX32sto5epj0	https://api.spotify.com/v1/tracks/6APl3GmRpQmX32sto5epj0	https://api.spotify.com/v1/audio-analysis/6APl3GmRpQmX32sto5epj0	198750	4
0.567	0.944	4	-1.852	0	0.0734	0.00349	6.21e-06	0.791	0.656	121.943	audio_features	1c4h8DHr9QOcWxIGTq3Wsn	spotify:track:1c4h8DHr9QOcWxIGTq3Wsn	https://api.spotify.com/v1/tracks/1c4h8DHr9QOcWxIGTq3Wsn	https://api.spotify.com/v1/audio-analysis/1c4h8DHr9QOcWxIGTq3Wsn	239667	4
0.529	0.768	8	-6.201	1	0.0446	0.418	0.000947	0.0655	0.871	165.225	audio_features	09hxCc0SgV8u46gWsfeqJA	spotify:track:09hxCc0SgV8u46gWsfeqJA	https://api.spotify.com/v1/tracks/09hxCc0SgV8u46gWsfeqJA	https://api.spotify.com/v1/audio-analysis/09hxCc0SgV8u46gWsfeqJA	151773	4
0.868	0.535	9	-8.198	0	0.213	0.4	0.0	0.109	0.89	101.268	audio_features	5mG3ApiHJIjT887hH2mOnM	spotify:track:5mG3ApiHJIjT887hH2mOnM	https://api.spotify.com/v1/tracks/5mG3ApiHJIjT887hH2mOnM	https://api.spotify.com/v1/audio-analysis/5mG3ApiHJIjT887hH2mOnM	140434	3
0.593	0.844	6	-4.106	1	0.1	0.102	0.0	0.261	0.334	156.094	audio_features	4WZLM2PrAUoGdPkQajUBkC	spotify:track:4WZLM2PrAUoGdPkQajUBkC	https://api.spotify.com/v1/tracks/4WZLM2PrAUoGdPkQajUBkC	https://api.spotify.com/v1/audio-analysis/4WZLM2PrAUoGdPkQajUBkC	212894	4
0.553	0.135	2	-20.916	0	0.0341	0.758	0.829	0.102	0.316	128.527	audio_features	2SzI1KJ7pIPoeZBu3zGumU	spotify:track:2SzI1KJ7pIPoeZBu3zGumU	https://api.spotify.com/v1/tracks/2SzI1KJ7pIPoeZBu3zGumU	https://api.spotify.com/v1/audio-analysis/2SzI1KJ7pIPoeZBu3zGumU	152693	3
0.0917	0.92	2	-5.999	1	0.0888	1.21e-05	0.311	0.282	0.0645	168.844	audio_features	4clF826cM6NRySL6PQQtHf	spotify:track:4clF826cM6NRySL6PQQtHf	https://api.spotify.com/v1/tracks/4clF826cM6NRySL6PQQtHf	https://api.spotify.com/v1/audio-analysis/4clF826cM6NRySL6PQQtHf	203747	3
0.598	0.252	2	-15.086	1	0.0644	0.194	0.133	0.0992	0.0352	120.064	audio_features	4S7YHmlWwfwArgd8LfSPud	spotify:track:4S7YHmlWwfwArgd8LfSPud	https://api.spotify.com/v1/tracks/4S7YHmlWwfwArgd8LfSPud	https://api.spotify.com/v1/audio-analysis/4S7YHmlWwfwArgd8LfSPud	238307	4
0.815	0.372	7	-12.814	1	0.0752	0.166	0.000116	0.0767	0.293	101.684	audio_features	6Qb7gtV6Q4MnUjSbkFcopl	spotify:track:6Qb7gtV6Q4MnUjSbkFcopl	https://api.spotify.com/v1/tracks/6Qb7gtV6Q4MnUjSbkFcopl	https://api.spotify.com/v1/audio-analysis/6Qb7gtV6Q4MnUjSbkFcopl	217347	4
0.619	0.898	6	-2.663	1	0.0724	0.000376	0.0689	0.358	0.253	115.002	audio_features	3qHrnrvcw7extihlsCFmSX	spotify:track:3qHrnrvcw7extihlsCFmSX	https://api.spotify.com/v1/tracks/3qHrnrvcw7extihlsCFmSX	https://api.spotify.com/v1/audio-analysis/3qHrnrvcw7extihlsCFmSX	260667	4
0.883	0.702	1	-5.746	1	0.295	0.0306	0.0	0.13	0.848	158.037	audio_features	5bnqxdR3sr2tJD34WJOSXW	spotify:track:5bnqxdR3sr2tJD34WJOSXW	https://api.spotify.com/v1/tracks/5bnqxdR3sr2tJD34WJOSXW	https://api.spotify.com/v1/audio-analysis/5bnqxdR3sr2tJD34WJOSXW	148906	4
0.79	0.564	11	-11.537	0	0.0337	0.101	0.00368	0.0592	0.905	132.66	audio_features	1MXM1vfz0sJAtEhwWzwN4M	spotify:track:1MXM1vfz0sJAtEhwWzwN4M	https://api.spotify.com/v1/tracks/1MXM1vfz0sJAtEhwWzwN4M	https://api.spotify.com/v1/audio-analysis/1MXM1vfz0sJAtEhwWzwN4M	616360	4
0.0604	0.0898	4	-22.09	0	0.0419	0.98	0.919	0.0933	0.0347	52.07	audio_features	3wnSHCMTtD1fxwOzTc5Gdh	spotify:track:3wnSHCMTtD1fxwOzTc5Gdh	https://api.spotify.com/v1/tracks/3wnSHCMTtD1fxwOzTc5Gdh	https://api.spotify.com/v1/audio-analysis/3wnSHCMTtD1fxwOzTc5Gdh	232871	4
0.579	0.705	6	-4.911	0	0.0339	0.0273	0.0	0.0704	0.761	116.173	audio_features	4mcZYzoGwPRDdhWVlygiHf	spotify:track:4mcZYzoGwPRDdhWVlygiHf	https://api.spotify.com/v1/tracks/4mcZYzoGwPRDdhWVlygiHf	https://api.spotify.com/v1/audio-analysis/4mcZYzoGwPRDdhWVlygiHf	201693	4
0.756	0.77	1	-3.502	1	0.0343	0.191	0.0	0.178	0.73	119.961	audio_features	66ZcOcouenzZEnzTJvoFmH	spotify:track:66ZcOcouenzZEnzTJvoFmH	https://api.spotify.com/v1/tracks/66ZcOcouenzZEnzTJvoFmH	https://api.spotify.com/v1/audio-analysis/66ZcOcouenzZEnzTJvoFmH	246467	4
0.493	0.94	4	-3.431	1	0.0343	0.000741	3.6e-06	0.0847	0.898	140.0	audio_features	3q1zyWHnoJOWf46lodiJYb	spotify:track:3q1zyWHnoJOWf46lodiJYb	https://api.spotify.com/v1/tracks/3q1zyWHnoJOWf46lodiJYb	https://api.spotify.com/v1/audio-analysis/3q1zyWHnoJOWf46lodiJYb	136360	4
0.591	0.782	7	-5.45	0	0.0389	0.128	0.0	0.114	0.709	150.09	audio_features	64EJgeHPkqJThnr7RDppo3	spotify:track:64EJgeHPkqJThnr7RDppo3	https://api.spotify.com/v1/tracks/64EJgeHPkqJThnr7RDppo3	https://api.spotify.com/v1/audio-analysis/64EJgeHPkqJThnr7RDppo3	226062	4
0.501	0.652	1	-10.403	1	0.0319	0.0262	0.346	0.173	0.476	142.013	audio_features	3CEWBhG07nTuheDfZZHib1	spotify:track:3CEWBhG07nTuheDfZZHib1	https://api.spotify.com/v1/tracks/3CEWBhG07nTuheDfZZHib1	https://api.spotify.com/v1/audio-analysis/3CEWBhG07nTuheDfZZHib1	523467	4
0.589	0.66	8	-11.032	1	0.03	0.00614	0.837	0.23	0.0937	133.007	audio_features	49KiB4EVXN5ntlc1V5Ng1w	spotify:track:49KiB4EVXN5ntlc1V5Ng1w	https://api.spotify.com/v1/tracks/49KiB4EVXN5ntlc1V5Ng1w	https://api.spotify.com/v1/audio-analysis/49KiB4EVXN5ntlc1V5Ng1w	217443	4
0.478	0.592	4	-6.422	1	0.0558	0.72	0.0	0.0746	0.637	178.003	audio_features	0AZjGAFciL2GpwoBqDxgg9	spotify:track:0AZjGAFciL2GpwoBqDxgg9	https://api.spotify.com/v1/tracks/0AZjGAFciL2GpwoBqDxgg9	https://api.spotify.com/v1/audio-analysis/0AZjGAFciL2GpwoBqDxgg9	195158	4
0.896	0.884	9	-0.453	1	0.32	0.307	0.0	0.278	0.709	88.774	audio_features	1MdeIVKOokWYCViwARoH2b	spotify:track:1MdeIVKOokWYCViwARoH2b	https://api.spotify.com/v1/tracks/1MdeIVKOokWYCViwARoH2b	https://api.spotify.com/v1/audio-analysis/1MdeIVKOokWYCViwARoH2b	208773	4
0.467	0.809	2	-7.03	1	0.0384	0.000225	0.316	0.0866	0.495	147.925	audio_features	1Z85V1lZt0k3HsIg8a4xu2	spotify:track:1Z85V1lZt0k3HsIg8a4xu2	https://api.spotify.com/v1/tracks/1Z85V1lZt0k3HsIg8a4xu2	https://api.spotify.com/v1/audio-analysis/1Z85V1lZt0k3HsIg8a4xu2	198973	4
0.64	0.893	7	-5.795	0	0.0475	0.0406	0.00738	0.0735	0.919	133.973	audio_features	1eREJIBdqeCcqNCB1pbz7w	spotify:track:1eREJIBdqeCcqNCB1pbz7w	https://api.spotify.com/v1/tracks/1eREJIBdqeCcqNCB1pbz7w	https://api.spotify.com/v1/audio-analysis/1eREJIBdqeCcqNCB1pbz7w	210613	4
0.691	0.665	0	-6.502	1	0.0459	0.132	0.00254	0.0773	0.327	95.015	audio_features	1zJMFf0EzbGCpL0zROfmVF	spotify:track:1zJMFf0EzbGCpL0zROfmVF	https://api.spotify.com/v1/tracks/1zJMFf0EzbGCpL0zROfmVF	https://api.spotify.com/v1/audio-analysis/1zJMFf0EzbGCpL0zROfmVF	231813	4
0.483	0.619	2	-7.571	1	0.031	0.0946	0.892	0.0878	0.0682	102.962	audio_features	3zxqy6gFxrAy0AvmU1zGx7	spotify:track:3zxqy6gFxrAy0AvmU1zGx7	https://api.spotify.com/v1/tracks/3zxqy6gFxrAy0AvmU1zGx7	https://api.spotify.com/v1/audio-analysis/3zxqy6gFxrAy0AvmU1zGx7	175066	4
0.552	0.702	0	-7.397	0	0.0301	0.000556	8.61e-05	0.0463	0.174	113.036	audio_features	0NHjNMpal8cuOYRMi3XuEA	spotify:track:0NHjNMpal8cuOYRMi3XuEA	https://api.spotify.com/v1/tracks/0NHjNMpal8cuOYRMi3XuEA	https://api.spotify.com/v1/audio-analysis/0NHjNMpal8cuOYRMi3XuEA	226053	4
0.531	0.999	11	-6.972	0	0.0554	0.0039	0.211	0.373	0.264	136.011	audio_features	1Ng02OTqyoP2L1RdahX5Hs	spotify:track:1Ng02OTqyoP2L1RdahX5Hs	https://api.spotify.com/v1/tracks/1Ng02OTqyoP2L1RdahX5Hs	https://api.spotify.com/v1/audio-analysis/1Ng02OTqyoP2L1RdahX5Hs	323893	4
0.677	0.335	8	-7.43	1	0.0963	0.743	0.0516	0.0598	0.674	128.733	audio_features	2x7ezVidD2UF4OGxM3WyGb	spotify:track:2x7ezVidD2UF4OGxM3WyGb	https://api.spotify.com/v1/tracks/2x7ezVidD2UF4OGxM3WyGb	https://api.spotify.com/v1/audio-analysis/2x7ezVidD2UF4OGxM3WyGb	241107	4
0.745	0.837	4	-4.065	1	0.0308	0.0217	0.000969	0.21	0.662	104.493	audio_features	1P6JClfDRfWlDTYUhphWYQ	spotify:track:1P6JClfDRfWlDTYUhphWYQ	https://api.spotify.com/v1/tracks/1P6JClfDRfWlDTYUhphWYQ	https://api.spotify.com/v1/audio-analysis/1P6JClfDRfWlDTYUhphWYQ	133160	4
0.856	0.598	6	-6.173	1	0.0675	0.125	1.79e-06	0.0626	0.352	122.005	audio_features	56mCGN7S1druROilPGNe3R	spotify:track:56mCGN7S1druROilPGNe3R	https://api.spotify.com/v1/tracks/56mCGN7S1druROilPGNe3R	https://api.spotify.com/v1/audio-analysis/56mCGN7S1druROilPGNe3R	202153	4
0.816	0.338	11	-11.989	0	0.0471	0.832	0.00104	0.119	0.756	97.027	audio_features	4sX4O9mgw76aWhehf1eSRD	spotify:track:4sX4O9mgw76aWhehf1eSRD	https://api.spotify.com/v1/tracks/4sX4O9mgw76aWhehf1eSRD	https://api.spotify.com/v1/audio-analysis/4sX4O9mgw76aWhehf1eSRD	130013	4
0.405	0.956	11	-4.558	1	0.0584	0.00019	0.774	0.283	0.714	159.393	audio_features	20TJ4uqzxj9O1JZY0PxUEA	spotify:track:20TJ4uqzxj9O1JZY0PxUEA	https://api.spotify.com/v1/tracks/20TJ4uqzxj9O1JZY0PxUEA	https://api.spotify.com/v1/audio-analysis/20TJ4uqzxj9O1JZY0PxUEA	181267	4
0.599	0.429	4	-7.758	1	0.0296	0.854	0.00225	0.0977	0.234	120.111	audio_features	0GUkKHKtAfbSLzTL0GPPce	spotify:track:0GUkKHKtAfbSLzTL0GPPce	https://api.spotify.com/v1/tracks/0GUkKHKtAfbSLzTL0GPPce	https://api.spotify.com/v1/audio-analysis/0GUkKHKtAfbSLzTL0GPPce	237587	4
0.697	0.655	1	-7.724	0	0.0493	3.08e-05	0.529	0.211	0.964	154.477	audio_features	4yubmITUg0Ca1QzNp5J8ZJ	spotify:track:4yubmITUg0Ca1QzNp5J8ZJ	https://api.spotify.com/v1/tracks/4yubmITUg0Ca1QzNp5J8ZJ	https://api.spotify.com/v1/audio-analysis/4yubmITUg0Ca1QzNp5J8ZJ	257981	4
0.183	0.862	3	-2.771	0	0.0637	0.00011	0.807	0.264	0.321	121.242	audio_features	2Z6nIPMDpCLqIvxvwWyTZS	spotify:track:2Z6nIPMDpCLqIvxvwWyTZS	https://api.spotify.com/v1/tracks/2Z6nIPMDpCLqIvxvwWyTZS	https://api.spotify.com/v1/audio-analysis/2Z6nIPMDpCLqIvxvwWyTZS	287325	3
0.77	0.444	10	-12.226	0	0.44	0.0943	0.0	0.0861	0.416	83.375	audio_features	1OkHiYsPJBwhR5Jb0hz9Q1	spotify:track:1OkHiYsPJBwhR5Jb0hz9Q1	https://api.spotify.com/v1/tracks/1OkHiYsPJBwhR5Jb0hz9Q1	https://api.spotify.com/v1/audio-analysis/1OkHiYsPJBwhR5Jb0hz9Q1	264600	4
0.134	0.88	10	-5.633	0	0.0943	0.0184	0.729	0.0789	0.0396	84.443	audio_features	6NsEDHDY3SyC1Vmjmkgaey	spotify:track:6NsEDHDY3SyC1Vmjmkgaey	https://api.spotify.com/v1/tracks/6NsEDHDY3SyC1Vmjmkgaey	https://api.spotify.com/v1/audio-analysis/6NsEDHDY3SyC1Vmjmkgaey	261251	4
0.811	0.348	9	-10.184	1	0.438	0.0356	0.0	0.0911	0.115	142.91	audio_features	46gICdjLpXlXPVKvVuxzn0	spotify:track:46gICdjLpXlXPVKvVuxzn0	https://api.spotify.com/v1/tracks/46gICdjLpXlXPVKvVuxzn0	https://api.spotify.com/v1/audio-analysis/46gICdjLpXlXPVKvVuxzn0	260140	4
0.563	0.868	3	-5.738	0	0.0732	0.414	0.369	0.137	0.763	169.917	audio_features	5gHs3V4IljkpNPXcRFOBgY	spotify:track:5gHs3V4IljkpNPXcRFOBgY	https://api.spotify.com/v1/tracks/5gHs3V4IljkpNPXcRFOBgY	https://api.spotify.com/v1/audio-analysis/5gHs3V4IljkpNPXcRFOBgY	180640	4
0.46	0.932	0	-6.264	1	0.0468	0.139	0.00504	0.114	0.849	203.617	audio_features	6Wiamk8BAAP50gAAJopsy2	spotify:track:6Wiamk8BAAP50gAAJopsy2	https://api.spotify.com/v1/tracks/6Wiamk8BAAP50gAAJopsy2	https://api.spotify.com/v1/audio-analysis/6Wiamk8BAAP50gAAJopsy2	227463	4
0.521	0.837	1	-7.166	1	0.395	0.00269	8.04e-06	0.956	0.523	170.065	audio_features	4RpMKrOK7SRiSx5ADK8oq1	spotify:track:4RpMKrOK7SRiSx5ADK8oq1	https://api.spotify.com/v1/tracks/4RpMKrOK7SRiSx5ADK8oq1	https://api.spotify.com/v1/audio-analysis/4RpMKrOK7SRiSx5ADK8oq1	206118	4
0.519	0.874	6	-3.554	0	0.0391	0.031	0.0	0.276	0.245	108.242	audio_features	2XPxacir3WoMtJ2pbTd240	spotify:track:2XPxacir3WoMtJ2pbTd240	https://api.spotify.com/v1/tracks/2XPxacir3WoMtJ2pbTd240	https://api.spotify.com/v1/audio-analysis/2XPxacir3WoMtJ2pbTd240	244133	4
0.681	0.925	5	-0.844	0	0.0542	0.235	0.0	0.0893	0.609	119.912	audio_features	675wYf9lAHj6M3rgZDzLvk	spotify:track:675wYf9lAHj6M3rgZDzLvk	https://api.spotify.com/v1/tracks/675wYf9lAHj6M3rgZDzLvk	https://api.spotify.com/v1/audio-analysis/675wYf9lAHj6M3rgZDzLvk	181079	4
0.504	0.261	9	-12.577	1	0.062	0.794	0.0	0.147	0.483	145.376	audio_features	2ja41V8fXBHRDTl3O9zw5L	spotify:track:2ja41V8fXBHRDTl3O9zw5L	https://api.spotify.com/v1/tracks/2ja41V8fXBHRDTl3O9zw5L	https://api.spotify.com/v1/audio-analysis/2ja41V8fXBHRDTl3O9zw5L	225984	4
0.441	0.891	7	-2.873	0	0.037	0.0177	0.815	0.184	0.0353	175.007	audio_features	1TDjiNBekgMInzoNZxYi0D	spotify:track:1TDjiNBekgMInzoNZxYi0D	https://api.spotify.com/v1/tracks/1TDjiNBekgMInzoNZxYi0D	https://api.spotify.com/v1/audio-analysis/1TDjiNBekgMInzoNZxYi0D	319851	4
0.681	0.729	0	-3.99	1	0.0326	0.00203	0.0	0.148	0.101	128.014	audio_features	2QKBvCMHdokPoy2b44dK2m	spotify:track:2QKBvCMHdokPoy2b44dK2m	https://api.spotify.com/v1/tracks/2QKBvCMHdokPoy2b44dK2m	https://api.spotify.com/v1/audio-analysis/2QKBvCMHdokPoy2b44dK2m	285954	4
0.349	0.843	0	-7.779	1	0.0494	0.000104	0.342	0.379	0.169	141.182	audio_features	39DAELETgMTVc8RUL9c41m	spotify:track:39DAELETgMTVc8RUL9c41m	https://api.spotify.com/v1/tracks/39DAELETgMTVc8RUL9c41m	https://api.spotify.com/v1/audio-analysis/39DAELETgMTVc8RUL9c41m	131200	3
0.747	0.576	0	-9.764	0	0.119	0.0189	0.000716	0.26	0.412	145.929	audio_features	2qXOuks93SBqKbQofW208w	spotify:track:2qXOuks93SBqKbQofW208w	https://api.spotify.com/v1/tracks/2qXOuks93SBqKbQofW208w	https://api.spotify.com/v1/audio-analysis/2qXOuks93SBqKbQofW208w	156034	4
0.244	2.03e-05	2	-5.967	0	0.055	0.000366	0.7	0.111	0.12	122.708	audio_features	3yGeKgpndQ8a64mzjMkOek	spotify:track:3yGeKgpndQ8a64mzjMkOek	https://api.spotify.com/v1/tracks/3yGeKgpndQ8a64mzjMkOek	https://api.spotify.com/v1/audio-analysis/3yGeKgpndQ8a64mzjMkOek	1745107	3
0.201	0.895	1	-4.248	1	0.0611	3.22e-06	0.127	0.196	0.546	81.545	audio_features	33ovqjazb8jJKHfmqEtzV0	spotify:track:33ovqjazb8jJKHfmqEtzV0	https://api.spotify.com/v1/tracks/33ovqjazb8jJKHfmqEtzV0	https://api.spotify.com/v1/audio-analysis/33ovqjazb8jJKHfmqEtzV0	121973	4
0.724	0.68	0	-4.656	0	0.153	0.00493	0.0	0.204	0.698	93.01	audio_features	6fhOFNHDAMwvlXni5Tc2Ty	spotify:track:6fhOFNHDAMwvlXni5Tc2Ty	https://api.spotify.com/v1/tracks/6fhOFNHDAMwvlXni5Tc2Ty	https://api.spotify.com/v1/audio-analysis/6fhOFNHDAMwvlXni5Tc2Ty	153162	4
0.147	0.901	4	-11.921	1	0.119	1.76e-05	0.329	0.0617	0.0978	144.397	audio_features	4ZvWUYxTlbpVGfuIYHqmlL	spotify:track:4ZvWUYxTlbpVGfuIYHqmlL	https://api.spotify.com/v1/tracks/4ZvWUYxTlbpVGfuIYHqmlL	https://api.spotify.com/v1/audio-analysis/4ZvWUYxTlbpVGfuIYHqmlL	403000	4
0.499	0.8	1	-2.665	0	0.0502	0.0906	0.0	0.147	0.272	139.919	audio_features	7CZyCXKG6d5ALeq41sLzbw	spotify:track:7CZyCXKG6d5ALeq41sLzbw	https://api.spotify.com/v1/tracks/7CZyCXKG6d5ALeq41sLzbw	https://api.spotify.com/v1/audio-analysis/7CZyCXKG6d5ALeq41sLzbw	229573	4
0.68	0.675	0	-5.454	0	0.0247	0.00325	0.442	0.145	0.817	112.0	audio_features	4s20MoJlD866bBq411j5bH	spotify:track:4s20MoJlD866bBq411j5bH	https://api.spotify.com/v1/tracks/4s20MoJlD866bBq411j5bH	https://api.spotify.com/v1/audio-analysis/4s20MoJlD866bBq411j5bH	232880	4
0.56	0.883	0	-4.273	1	0.0762	0.00904	0.0	0.904	0.751	102.011	audio_features	1jA53SLb7NDWeWZU74Uvoo	spotify:track:1jA53SLb7NDWeWZU74Uvoo	https://api.spotify.com/v1/tracks/1jA53SLb7NDWeWZU74Uvoo	https://api.spotify.com/v1/audio-analysis/1jA53SLb7NDWeWZU74Uvoo	192649	4
0.735	0.646	0	-6.307	0	0.0486	0.544	0.0	0.113	0.512	95.985	audio_features	0N2R7ufdRjlxJH5J7rBRvS	spotify:track:0N2R7ufdRjlxJH5J7rBRvS	https://api.spotify.com/v1/tracks/0N2R7ufdRjlxJH5J7rBRvS	https://api.spotify.com/v1/audio-analysis/0N2R7ufdRjlxJH5J7rBRvS	184653	4
0.604	0.43	3	-10.624	1	0.0356	0.212	0.0	0.159	0.574	126.632	audio_features	1srD2uc11TcQiOmHHrJp8M	spotify:track:1srD2uc11TcQiOmHHrJp8M	https://api.spotify.com/v1/tracks/1srD2uc11TcQiOmHHrJp8M	https://api.spotify.com/v1/audio-analysis/1srD2uc11TcQiOmHHrJp8M	299333	4
0.499	0.728	8	-4.922	0	0.385	0.235	0.0	0.686	0.853	96.089	audio_features	2Vy16OMt19FH30uQNTFdLk	spotify:track:2Vy16OMt19FH30uQNTFdLk	https://api.spotify.com/v1/tracks/2Vy16OMt19FH30uQNTFdLk	https://api.spotify.com/v1/audio-analysis/2Vy16OMt19FH30uQNTFdLk	135067	4
0.651	0.751	2	-5.185	1	0.296	0.145	0.0	0.153	0.803	96.266	audio_features	4lsu5Z4gNeM2emG5Vf2uHW	spotify:track:4lsu5Z4gNeM2emG5Vf2uHW	https://api.spotify.com/v1/tracks/4lsu5Z4gNeM2emG5Vf2uHW	https://api.spotify.com/v1/audio-analysis/4lsu5Z4gNeM2emG5Vf2uHW	159800	4
0.707	0.813	11	-4.515	0	0.0571	0.0863	0.0	0.168	0.722	124.921	audio_features	2VOomzT6VavJOGBeySqaMc	spotify:track:2VOomzT6VavJOGBeySqaMc	https://api.spotify.com/v1/tracks/2VOomzT6VavJOGBeySqaMc	https://api.spotify.com/v1/audio-analysis/2VOomzT6VavJOGBeySqaMc	238627	4
0.511	0.559	4	-6.587	1	0.0264	0.0167	0.0	0.113	0.248	145.88	audio_features	2r9CbjYgFhtAmcFv1cSquB	spotify:track:2r9CbjYgFhtAmcFv1cSquB	https://api.spotify.com/v1/tracks/2r9CbjYgFhtAmcFv1cSquB	https://api.spotify.com/v1/audio-analysis/2r9CbjYgFhtAmcFv1cSquB	244587	4
0.492	0.676	0	-7.499	1	0.0295	0.404	0.866	0.0999	0.287	107.488	audio_features	7kdO8e6FpHsBPCSySbSuyl	spotify:track:7kdO8e6FpHsBPCSySbSuyl	https://api.spotify.com/v1/tracks/7kdO8e6FpHsBPCSySbSuyl	https://api.spotify.com/v1/audio-analysis/7kdO8e6FpHsBPCSySbSuyl	332760	3
0.547	0.753	2	-6.221	1	0.0324	0.0858	1.14e-05	0.239	0.371	119.931	audio_features	1gbmEasrdu5CnWZZjbKsBB	spotify:track:1gbmEasrdu5CnWZZjbKsBB	https://api.spotify.com/v1/tracks/1gbmEasrdu5CnWZZjbKsBB	https://api.spotify.com/v1/audio-analysis/1gbmEasrdu5CnWZZjbKsBB	234436	4
0.553	0.957	4	-2.92	1	0.0971	0.00618	0.0	0.296	0.565	97.465	audio_features	4Rqo8ALYUCLco18NszAxcR	spotify:track:4Rqo8ALYUCLco18NszAxcR	https://api.spotify.com/v1/tracks/4Rqo8ALYUCLco18NszAxcR	https://api.spotify.com/v1/audio-analysis/4Rqo8ALYUCLco18NszAxcR	181733	4
0.484	0.966	0	-4.102	1	0.257	0.0417	0.000168	0.369	0.663	128.553	audio_features	50i8o9WRJqxrsvoZd7Jwr6	spotify:track:50i8o9WRJqxrsvoZd7Jwr6	https://api.spotify.com/v1/tracks/50i8o9WRJqxrsvoZd7Jwr6	https://api.spotify.com/v1/audio-analysis/50i8o9WRJqxrsvoZd7Jwr6	265390	4
0.902	0.755	7	-5.389	0	0.158	0.0672	0.00813	0.312	0.623	142.017	audio_features	2zQEIW5q3FywYIFmQz59zE	spotify:track:2zQEIW5q3FywYIFmQz59zE	https://api.spotify.com/v1/tracks/2zQEIW5q3FywYIFmQz59zE	https://api.spotify.com/v1/audio-analysis/2zQEIW5q3FywYIFmQz59zE	207787	4
0.512	0.708	8	-3.138	1	0.0573	0.26	0.399	0.151	0.4	139.781	audio_features	6lGUzOkKJgrBqkcxNSkcud	spotify:track:6lGUzOkKJgrBqkcxNSkcud	https://api.spotify.com/v1/tracks/6lGUzOkKJgrBqkcxNSkcud	https://api.spotify.com/v1/audio-analysis/6lGUzOkKJgrBqkcxNSkcud	207415	4
0.41	0.592	7	-6.941	1	0.0258	0.0106	0.0	0.159	0.48	174.029	audio_features	1Eqnjc6tCZv1kKpb9tva2x	spotify:track:1Eqnjc6tCZv1kKpb9tva2x	https://api.spotify.com/v1/tracks/1Eqnjc6tCZv1kKpb9tva2x	https://api.spotify.com/v1/audio-analysis/1Eqnjc6tCZv1kKpb9tva2x	209320	3
0.582	0.733	1	-5.301	1	0.358	0.591	1.01e-06	0.168	0.621	139.084	audio_features	30y5xCtLMDruFoAdZXsPD8	spotify:track:30y5xCtLMDruFoAdZXsPD8	https://api.spotify.com/v1/tracks/30y5xCtLMDruFoAdZXsPD8	https://api.spotify.com/v1/audio-analysis/30y5xCtLMDruFoAdZXsPD8	96082	4
0.4	0.934	11	-6.379	1	0.0445	1.52e-05	0.766	0.421	0.207	124.002	audio_features	6VNpdUoSUNWU15ME1XwI2r	spotify:track:6VNpdUoSUNWU15ME1XwI2r	https://api.spotify.com/v1/tracks/6VNpdUoSUNWU15ME1XwI2r	https://api.spotify.com/v1/audio-analysis/6VNpdUoSUNWU15ME1XwI2r	401867	4
